TIME,0,0,0
2012-02-29,5.5405,5.501999999999998,6.6819999999999995
2012-03-31,3.3900000000000006,4.2725,6.746666666666667
2012-04-30,3.6515,5.110499999999999,8.06
2012-05-31,4.816999999999999,4.686,7.747333333333333
2012-06-30,3.9509999999999996,4.393,6.6419999999999995
2012-07-31,4.2435,5.281499999999999,6.287999999999999
2012-08-31,4.836499999999999,4.864999999999999,6.853333333333333
2012-09-30,5.2015,5.839,8.448
2012-10-31,5.3525,4.939,6.645333333333334
2012-11-30,3.9250000000000007,5.9165,8.607333333333335
2012-12-31,3.3545000000000003,5.045999999999999,7.620666666666666
2013-01-31,3.4005,4.9510000000000005,7.394
2013-02-28,3.1904999999999997,4.639,6.478000000000001
2013-03-31,3.2095,4.4094999999999995,7.397333333333334
2013-04-30,3.280500000000001,5.629499999999999,7.625333333333334
2013-05-31,4.868,4.554500000000001,7.444666666666667
2013-06-30,4.4885,4.910500000000001,6.906666666666666
2013-07-31,3.9339999999999997,5.096499999999999,8.057333333333334
2013-08-31,3.7864999999999993,4.499999999999999,6.349333333333333
2013-09-30,3.3619999999999997,5.2855,5.287333333333334
2013-10-31,3.3579999999999997,4.3195,5.766
2013-11-30,4.2490000000000006,5.443499999999999,6.812666666666668
2013-12-31,2.9400000000000004,3.553,6.662000000000001
2014-01-31,2.8775,5.343999999999999,4.73
2014-02-28,4.008,4.1885,5.9206666666666665
2014-03-31,5.1739999999999995,4.364,6.350666666666667
2014-04-30,4.0875,4.985999999999999,4.496666666666667
2014-05-31,3.1855,4.816000000000001,5.396
2014-06-30,3.8150000000000004,4.3134999999999994,5.788
2014-07-31,4.384,4.9465,7.423333333333333
2014-08-31,3.8295000000000003,5.8605,6.714666666666667
2014-09-30,4.506500000000001,4.809,8.116000000000001
2014-10-31,4.365499999999999,4.925500000000001,8.083333333333334
2014-11-30,4.974499999999999,5.344500000000001,9.188666666666668
2014-12-31,3.7940000000000005,5.4545,6.673333333333333
2015-01-31,4.786499999999999,5.682499999999999,7.772666666666667
2015-02-28,4.3345,5.330000000000001,6.633333333333334
2015-03-31,4.9704999999999995,5.124499999999999,6.187333333333333
2015-04-30,6.369499999999998,8.0795,7.7459999999999996
2015-05-31,4.228000000000001,6.143499999999999,10.126000000000001
2015-06-30,4.381500000000001,6.757,12.403333333333334
2015-07-31,6.639,7.356500000000001,11.339999999999998
2015-08-31,5.3485,8.908000000000001,8.368666666666666
2015-09-30,4.8675,6.250499999999998,8.526
2015-10-31,4.225500000000001,7.856999999999999,8.298666666666668
2015-11-30,4.852,5.339999999999999,7.398666666666666
2015-12-31,3.8520000000000003,5.112,6.037333333333334
2016-01-31,4.2635,5.739499999999998,7.8666666666666645
2016-02-29,5.172,5.605499999999999,4.832
2016-03-31,6.3765,4.948500000000001,7.891333333333334
2016-04-30,4.1965,5.157,7.096666666666666
2016-05-31,4.382,5.535499999999999,8.850666666666665
2016-06-30,4.501500000000001,4.068,6.890666666666666
2016-07-31,4.3405,4.377,4.63
2016-08-31,4.81,4.527500000000001,5.487333333333334
2016-09-30,3.7034999999999996,4.3335,5.1899999999999995
2016-10-31,4.244999999999999,4.4295,3.4073333333333333
2016-11-30,5.483500000000001,4.9255,6.006666666666666
2016-12-31,3.5580000000000007,5.707499999999999,7.497333333333334
2017-01-31,-0.45549999999999996,0.27,0.5560000000000002
